finding_id,resource_id,misconfiguration_type,severity,cvss_score,detected_at,status,remediation_guidance,compliance_controls
find-ec5a64a2ba,res-e5abc4f025,NO_BACKUP_POLICY,Medium,5.1,2026-03-04T15:01:58Z,OPEN,Attach a backup policy with defined RPO/RTO; enable automated snapshots.,SOC2-A1.2|ISO27001-A.12.3
find-257aa17935,res-e5abc4f025,MISSING_RESOURCE_TAGS,Low,2.3,2026-03-05T15:01:58Z,OPEN,"Apply mandatory tags (owner, env, cost-center) via policy enforcement.",SOC2-CC1.4
find-f2d3a5ad2c,res-e5abc4f025,CROSS_ACCOUNT_ACCESS,High,7.7,2026-03-16T15:01:58Z,ACKNOWLEDGED,Review cross-account trust policies; remove unauthorized external account access.,SOC2-CC6.6|NIST-AC-4
find-80df809298,res-e5abc4f025,UNROTATED_KEYS,High,7.6,2026-03-06T15:01:58Z,RESOLVED,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-4caba7f3a0,res-cfafaa182f,NO_BACKUP_POLICY,Medium,5.1,2026-03-10T15:01:58Z,OPEN,Attach a backup policy with defined RPO/RTO; enable automated snapshots.,SOC2-A1.2|ISO27001-A.12.3
find-78c1aaffe9,res-cfafaa182f,OUTDATED_TLS,High,7.0,2026-03-17T15:01:58Z,OPEN,"Enforce TLS 1.2+ on all endpoints; disable SSLv3, TLS 1.0, and TLS 1.1.",PCI-DSS-4.1|NIST-SC-8|ISO27001-A.14.1
find-c21310c128,res-39252dca50,NO_BACKUP_POLICY,Medium,5.0,2026-02-19T15:01:58Z,RESOLVED,Attach a backup policy with defined RPO/RTO; enable automated snapshots.,SOC2-A1.2|ISO27001-A.12.3
find-675789345e,res-39252dca50,CROSS_ACCOUNT_ACCESS,High,7.3,2026-03-19T15:01:58Z,OPEN,Review cross-account trust policies; remove unauthorized external account access.,SOC2-CC6.6|NIST-AC-4
find-f762315d48,res-39252dca50,UNROTATED_KEYS,High,7.4,2026-02-28T15:01:58Z,ACKNOWLEDGED,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-ff046e3c98,res-9566dad579,OPEN_RDP_PORT,Critical,8.9,2026-02-28T15:01:58Z,OPEN,Restrict RDP (port 3389) to VPN range only; consider disabling and using session manager.,CIS-5.3|NIST-SC-7|PCI-DSS-1.3
find-576ca5a30b,res-9566dad579,OUTDATED_TLS,High,7.0,2026-03-09T15:01:58Z,ACKNOWLEDGED,"Enforce TLS 1.2+ on all endpoints; disable SSLv3, TLS 1.0, and TLS 1.1.",PCI-DSS-4.1|NIST-SC-8|ISO27001-A.14.1
find-ef95c4ce05,res-9566dad579,MISSING_RESOURCE_TAGS,Low,2.2,2026-02-27T15:01:58Z,RESOLVED,"Apply mandatory tags (owner, env, cost-center) via policy enforcement.",SOC2-CC1.4
find-b009bdb594,res-9566dad579,CROSS_ACCOUNT_ACCESS,High,7.6,2026-03-06T15:01:58Z,OPEN,Review cross-account trust policies; remove unauthorized external account access.,SOC2-CC6.6|NIST-AC-4
find-c96fc47f59,res-72e9889713,ENCRYPTION_DISABLED,High,7.3,2026-03-15T15:01:58Z,OPEN,Enable server-side encryption using a managed or customer-managed key (KMS/CMK).,SOC2-CC6.7|ISO27001-A.10.1|PCI-DSS-3.4|NIST-SC-28
find-f3dbe3958c,res-72e9889713,OPEN_SSH_PORT,Critical,8.8,2026-02-26T15:01:58Z,ACKNOWLEDGED,Restrict SSH (port 22) ingress to specific IP ranges or use a bastion/jump host.,CIS-5.2|NIST-SC-7|PCI-DSS-1.3
find-ffbcdfaff8,res-72e9889713,NO_BACKUP_POLICY,Medium,4.9,2026-03-03T15:01:58Z,ACKNOWLEDGED,Attach a backup policy with defined RPO/RTO; enable automated snapshots.,SOC2-A1.2|ISO27001-A.12.3
find-ec9cb0e907,res-72e9889713,OUTDATED_TLS,High,7.3,2026-02-20T15:01:58Z,RESOLVED,"Enforce TLS 1.2+ on all endpoints; disable SSLv3, TLS 1.0, and TLS 1.1.",PCI-DSS-4.1|NIST-SC-8|ISO27001-A.14.1
find-c6207352c2,res-72e9889713,DEFAULT_ADMIN_CREDENTIALS,Critical,9.2,2026-03-17T15:01:58Z,OPEN,Rotate all default credentials immediately; enforce strong password policy.,CIS-4.2|NIST-IA-5|PCI-DSS-2.1
find-2217fbf3c8,res-72e9889713,UNROTATED_KEYS,High,7.4,2026-03-02T15:01:58Z,ACKNOWLEDGED,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-65f5e50306,res-5b767a6834,MFA_NOT_ENFORCED,High,7.0,2026-03-16T15:01:58Z,OPEN,Enforce MFA for all IAM users and service principals via policy.,SOC2-CC6.1|NIST-IA-2|PCI-DSS-8.3
find-c47d2841fa,res-5b767a6834,OPEN_SSH_PORT,Critical,9.3,2026-02-24T15:01:58Z,ACKNOWLEDGED,Restrict SSH (port 22) ingress to specific IP ranges or use a bastion/jump host.,CIS-5.2|NIST-SC-7|PCI-DSS-1.3
find-50941033e2,res-5b767a6834,NO_BACKUP_POLICY,Medium,5.0,2026-03-19T15:01:58Z,RESOLVED,Attach a backup policy with defined RPO/RTO; enable automated snapshots.,SOC2-A1.2|ISO27001-A.12.3
find-5671ca81c2,res-5b767a6834,OUTDATED_TLS,High,7.1,2026-03-04T15:01:58Z,OPEN,"Enforce TLS 1.2+ on all endpoints; disable SSLv3, TLS 1.0, and TLS 1.1.",PCI-DSS-4.1|NIST-SC-8|ISO27001-A.14.1
find-e92287280e,res-fb7a203f55,PUBLIC_ACCESS_ENABLED,Critical,8.9,2026-03-11T15:01:58Z,RESOLVED,Disable public access block settings and restrict bucket/blob policy to specific principals.,SOC2-CC6.1|ISO27001-A.9.4|PCI-DSS-7.2
find-0fc6a6c979,res-fb7a203f55,MFA_NOT_ENFORCED,High,7.3,2026-03-14T15:01:58Z,ACKNOWLEDGED,Enforce MFA for all IAM users and service principals via policy.,SOC2-CC6.1|NIST-IA-2|PCI-DSS-8.3
find-02d4e3debb,res-fb7a203f55,OVERPRIVILEGED_IAM_ROLE,High,8.0,2026-03-04T15:01:58Z,RESOLVED,Apply least-privilege by scoping IAM policies to required actions and resources only.,SOC2-CC6.3|ISO27001-A.9.2|NIST-AC-6
find-e4c7cf3aa8,res-fb7a203f55,NO_BACKUP_POLICY,Medium,4.9,2026-03-12T15:01:58Z,ACKNOWLEDGED,Attach a backup policy with defined RPO/RTO; enable automated snapshots.,SOC2-A1.2|ISO27001-A.12.3
find-86e4db6d24,res-fb7a203f55,OUTDATED_TLS,High,6.9,2026-02-26T15:01:58Z,OPEN,"Enforce TLS 1.2+ on all endpoints; disable SSLv3, TLS 1.0, and TLS 1.1.",PCI-DSS-4.1|NIST-SC-8|ISO27001-A.14.1
find-eed563464d,res-bccdd80bb0,PUBLIC_ACCESS_ENABLED,Critical,9.2,2026-02-21T15:01:58Z,ACKNOWLEDGED,Disable public access block settings and restrict bucket/blob policy to specific principals.,SOC2-CC6.1|ISO27001-A.9.4|PCI-DSS-7.2
find-770dfb1b7d,res-bccdd80bb0,MFA_NOT_ENFORCED,High,7.2,2026-03-09T15:01:58Z,OPEN,Enforce MFA for all IAM users and service principals via policy.,SOC2-CC6.1|NIST-IA-2|PCI-DSS-8.3
find-f771cadd4f,res-bccdd80bb0,LOGGING_DISABLED,Medium,5.3,2026-03-03T15:01:58Z,RESOLVED,Enable audit/access logging and route logs to a centralized SIEM or log archive.,SOC2-CC7.2|ISO27001-A.12.4|NIST-AU-2
find-d2cf070f4b,res-bccdd80bb0,OPEN_SSH_PORT,Critical,8.9,2026-03-03T15:01:58Z,RESOLVED,Restrict SSH (port 22) ingress to specific IP ranges or use a bastion/jump host.,CIS-5.2|NIST-SC-7|PCI-DSS-1.3
find-b663a83aa8,res-bccdd80bb0,OVERPRIVILEGED_IAM_ROLE,High,8.0,2026-03-02T15:01:58Z,ACKNOWLEDGED,Apply least-privilege by scoping IAM policies to required actions and resources only.,SOC2-CC6.3|ISO27001-A.9.2|NIST-AC-6
find-9664af72d1,res-bccdd80bb0,OUTDATED_TLS,High,7.1,2026-02-21T15:01:58Z,OPEN,"Enforce TLS 1.2+ on all endpoints; disable SSLv3, TLS 1.0, and TLS 1.1.",PCI-DSS-4.1|NIST-SC-8|ISO27001-A.14.1
find-bb3c600645,res-bccdd80bb0,UNROTATED_KEYS,High,7.4,2026-02-22T15:01:58Z,RESOLVED,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-c0d0d89a91,res-092eb9085f,OPEN_SSH_PORT,Critical,9.0,2026-03-03T15:01:58Z,OPEN,Restrict SSH (port 22) ingress to specific IP ranges or use a bastion/jump host.,CIS-5.2|NIST-SC-7|PCI-DSS-1.3
find-971c4ef869,res-092eb9085f,OPEN_RDP_PORT,Critical,8.6,2026-03-20T15:01:58Z,OPEN,Restrict RDP (port 3389) to VPN range only; consider disabling and using session manager.,CIS-5.3|NIST-SC-7|PCI-DSS-1.3
find-837226d26c,res-092eb9085f,OUTDATED_TLS,High,6.9,2026-03-02T15:01:58Z,ACKNOWLEDGED,"Enforce TLS 1.2+ on all endpoints; disable SSLv3, TLS 1.0, and TLS 1.1.",PCI-DSS-4.1|NIST-SC-8|ISO27001-A.14.1
find-c829750aec,res-092eb9085f,UNROTATED_KEYS,High,7.4,2026-03-06T15:01:58Z,OPEN,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-8a2e682646,res-03811a9427,PUBLIC_ACCESS_ENABLED,Critical,9.2,2026-02-27T15:01:58Z,OPEN,Disable public access block settings and restrict bucket/blob policy to specific principals.,SOC2-CC6.1|ISO27001-A.9.4|PCI-DSS-7.2
find-4348dc4dfc,res-03811a9427,LOGGING_DISABLED,Medium,5.6,2026-03-03T15:01:58Z,OPEN,Enable audit/access logging and route logs to a centralized SIEM or log archive.,SOC2-CC7.2|ISO27001-A.12.4|NIST-AU-2
find-aeb2598cd6,res-03811a9427,NO_BACKUP_POLICY,Medium,5.4,2026-03-05T15:01:58Z,RESOLVED,Attach a backup policy with defined RPO/RTO; enable automated snapshots.,SOC2-A1.2|ISO27001-A.12.3
find-4cbb0b202d,res-03811a9427,DEFAULT_ADMIN_CREDENTIALS,Critical,9.3,2026-02-24T15:01:58Z,OPEN,Rotate all default credentials immediately; enforce strong password policy.,CIS-4.2|NIST-IA-5|PCI-DSS-2.1
find-c90430c684,res-03811a9427,MISSING_RESOURCE_TAGS,Low,2.6,2026-03-17T15:01:58Z,RESOLVED,"Apply mandatory tags (owner, env, cost-center) via policy enforcement.",SOC2-CC1.4
find-0d6053cb02,res-03811a9427,UNROTATED_KEYS,High,7.6,2026-02-24T15:01:58Z,OPEN,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-0b500298aa,res-bb46227117,PUBLIC_ACCESS_ENABLED,Critical,9.2,2026-03-15T15:01:58Z,OPEN,Disable public access block settings and restrict bucket/blob policy to specific principals.,SOC2-CC6.1|ISO27001-A.9.4|PCI-DSS-7.2
find-704cf2718b,res-bb46227117,MISSING_RESOURCE_TAGS,Low,2.3,2026-03-13T15:01:58Z,RESOLVED,"Apply mandatory tags (owner, env, cost-center) via policy enforcement.",SOC2-CC1.4
find-317e253675,res-b25f8e4578,ENCRYPTION_DISABLED,High,7.7,2026-02-24T15:01:58Z,OPEN,Enable server-side encryption using a managed or customer-managed key (KMS/CMK).,SOC2-CC6.7|ISO27001-A.10.1|PCI-DSS-3.4|NIST-SC-28
find-d1666ca8db,res-b25f8e4578,OVERPRIVILEGED_IAM_ROLE,High,8.1,2026-03-05T15:01:58Z,RESOLVED,Apply least-privilege by scoping IAM policies to required actions and resources only.,SOC2-CC6.3|ISO27001-A.9.2|NIST-AC-6
find-ab91ffdc3b,res-b25f8e4578,DEFAULT_ADMIN_CREDENTIALS,Critical,9.5,2026-03-07T15:01:58Z,RESOLVED,Rotate all default credentials immediately; enforce strong password policy.,CIS-4.2|NIST-IA-5|PCI-DSS-2.1
find-c5e46e624b,res-054f04e722,PUBLIC_ACCESS_ENABLED,Critical,9.0,2026-02-26T15:01:58Z,OPEN,Disable public access block settings and restrict bucket/blob policy to specific principals.,SOC2-CC6.1|ISO27001-A.9.4|PCI-DSS-7.2
find-81481d27f8,res-054f04e722,LOGGING_DISABLED,Medium,5.5,2026-02-28T15:01:58Z,RESOLVED,Enable audit/access logging and route logs to a centralized SIEM or log archive.,SOC2-CC7.2|ISO27001-A.12.4|NIST-AU-2
find-edab0786c3,res-054f04e722,OPEN_SSH_PORT,Critical,9.0,2026-03-01T15:01:58Z,OPEN,Restrict SSH (port 22) ingress to specific IP ranges or use a bastion/jump host.,CIS-5.2|NIST-SC-7|PCI-DSS-1.3
find-f739fd67a0,res-054f04e722,NO_BACKUP_POLICY,Medium,5.1,2026-02-24T15:01:58Z,RESOLVED,Attach a backup policy with defined RPO/RTO; enable automated snapshots.,SOC2-A1.2|ISO27001-A.12.3
find-5bd26d7c50,res-054f04e722,OUTDATED_TLS,High,7.2,2026-02-23T15:01:58Z,ACKNOWLEDGED,"Enforce TLS 1.2+ on all endpoints; disable SSLv3, TLS 1.0, and TLS 1.1.",PCI-DSS-4.1|NIST-SC-8|ISO27001-A.14.1
find-5cc43f7dc1,res-4476523a00,MFA_NOT_ENFORCED,High,7.4,2026-03-13T15:01:58Z,OPEN,Enforce MFA for all IAM users and service principals via policy.,SOC2-CC6.1|NIST-IA-2|PCI-DSS-8.3
find-c61888bd93,res-4476523a00,OVERPRIVILEGED_IAM_ROLE,High,8.1,2026-03-09T15:01:58Z,OPEN,Apply least-privilege by scoping IAM policies to required actions and resources only.,SOC2-CC6.3|ISO27001-A.9.2|NIST-AC-6
find-446406487b,res-4476523a00,UNROTATED_KEYS,High,7.5,2026-02-22T15:01:58Z,RESOLVED,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-e31fea1d2f,res-e504f66772,ENCRYPTION_DISABLED,High,7.7,2026-03-07T15:01:58Z,OPEN,Enable server-side encryption using a managed or customer-managed key (KMS/CMK).,SOC2-CC6.7|ISO27001-A.10.1|PCI-DSS-3.4|NIST-SC-28
find-00cec7c654,res-e504f66772,MFA_NOT_ENFORCED,High,6.9,2026-03-16T15:01:58Z,RESOLVED,Enforce MFA for all IAM users and service principals via policy.,SOC2-CC6.1|NIST-IA-2|PCI-DSS-8.3
find-a1f6cc8331,res-e504f66772,OVERPRIVILEGED_IAM_ROLE,High,8.1,2026-03-03T15:01:58Z,RESOLVED,Apply least-privilege by scoping IAM policies to required actions and resources only.,SOC2-CC6.3|ISO27001-A.9.2|NIST-AC-6
find-4c97a13781,res-e504f66772,CROSS_ACCOUNT_ACCESS,High,7.8,2026-03-21T15:01:58Z,RESOLVED,Review cross-account trust policies; remove unauthorized external account access.,SOC2-CC6.6|NIST-AC-4
find-8c037fe1b3,res-19d97e4ddf,ENCRYPTION_DISABLED,High,7.7,2026-03-16T15:01:58Z,ACKNOWLEDGED,Enable server-side encryption using a managed or customer-managed key (KMS/CMK).,SOC2-CC6.7|ISO27001-A.10.1|PCI-DSS-3.4|NIST-SC-28
find-a082f03cee,res-19d97e4ddf,MFA_NOT_ENFORCED,High,7.4,2026-03-03T15:01:58Z,ACKNOWLEDGED,Enforce MFA for all IAM users and service principals via policy.,SOC2-CC6.1|NIST-IA-2|PCI-DSS-8.3
find-e2d92dc4c8,res-19d97e4ddf,OVERPRIVILEGED_IAM_ROLE,High,7.9,2026-03-19T15:01:58Z,ACKNOWLEDGED,Apply least-privilege by scoping IAM policies to required actions and resources only.,SOC2-CC6.3|ISO27001-A.9.2|NIST-AC-6
find-b2061fa654,res-19d97e4ddf,MISSING_RESOURCE_TAGS,Low,2.4,2026-03-01T15:01:58Z,OPEN,"Apply mandatory tags (owner, env, cost-center) via policy enforcement.",SOC2-CC1.4
find-391ea781af,res-19d97e4ddf,UNROTATED_KEYS,High,7.6,2026-03-20T15:01:58Z,OPEN,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-564af9994d,res-b9d562a6bb,MFA_NOT_ENFORCED,High,7.3,2026-03-21T15:01:58Z,OPEN,Enforce MFA for all IAM users and service principals via policy.,SOC2-CC6.1|NIST-IA-2|PCI-DSS-8.3
find-8739c0cddd,res-b9d562a6bb,LOGGING_DISABLED,Medium,5.4,2026-03-19T15:01:58Z,RESOLVED,Enable audit/access logging and route logs to a centralized SIEM or log archive.,SOC2-CC7.2|ISO27001-A.12.4|NIST-AU-2
find-96db7e0eee,res-b9d562a6bb,OUTDATED_TLS,High,6.8,2026-03-19T15:01:58Z,ACKNOWLEDGED,"Enforce TLS 1.2+ on all endpoints; disable SSLv3, TLS 1.0, and TLS 1.1.",PCI-DSS-4.1|NIST-SC-8|ISO27001-A.14.1
find-590f492e08,res-b9d562a6bb,MISSING_RESOURCE_TAGS,Low,2.6,2026-03-09T15:01:58Z,OPEN,"Apply mandatory tags (owner, env, cost-center) via policy enforcement.",SOC2-CC1.4
find-927d67f094,res-def54f3457,OPEN_SSH_PORT,Critical,8.7,2026-03-17T15:01:58Z,OPEN,Restrict SSH (port 22) ingress to specific IP ranges or use a bastion/jump host.,CIS-5.2|NIST-SC-7|PCI-DSS-1.3
find-b72fb3ee6f,res-def54f3457,OPEN_RDP_PORT,Critical,8.6,2026-02-22T15:01:58Z,OPEN,Restrict RDP (port 3389) to VPN range only; consider disabling and using session manager.,CIS-5.3|NIST-SC-7|PCI-DSS-1.3
find-81ed4db768,res-def54f3457,NO_BACKUP_POLICY,Medium,5.2,2026-03-07T15:01:58Z,ACKNOWLEDGED,Attach a backup policy with defined RPO/RTO; enable automated snapshots.,SOC2-A1.2|ISO27001-A.12.3
find-2fffe73761,res-def54f3457,MISSING_RESOURCE_TAGS,Low,2.4,2026-03-17T15:01:58Z,ACKNOWLEDGED,"Apply mandatory tags (owner, env, cost-center) via policy enforcement.",SOC2-CC1.4
find-9ddda3f873,res-def54f3457,UNROTATED_KEYS,High,7.1,2026-02-26T15:01:58Z,ACKNOWLEDGED,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-b9ed11bfe6,res-49ac50f94d,NO_BACKUP_POLICY,Medium,5.2,2026-03-09T15:01:58Z,OPEN,Attach a backup policy with defined RPO/RTO; enable automated snapshots.,SOC2-A1.2|ISO27001-A.12.3
find-51797c6b89,res-49ac50f94d,OUTDATED_TLS,High,6.9,2026-03-16T15:01:58Z,OPEN,"Enforce TLS 1.2+ on all endpoints; disable SSLv3, TLS 1.0, and TLS 1.1.",PCI-DSS-4.1|NIST-SC-8|ISO27001-A.14.1
find-1026ce431c,res-49ac50f94d,MISSING_RESOURCE_TAGS,Low,2.2,2026-03-20T15:01:58Z,ACKNOWLEDGED,"Apply mandatory tags (owner, env, cost-center) via policy enforcement.",SOC2-CC1.4
find-bdcc7afb16,res-49ac50f94d,UNROTATED_KEYS,High,7.4,2026-02-28T15:01:58Z,ACKNOWLEDGED,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-21377af506,res-bc43a43632,PUBLIC_ACCESS_ENABLED,Critical,9.2,2026-03-07T15:01:58Z,OPEN,Disable public access block settings and restrict bucket/blob policy to specific principals.,SOC2-CC6.1|ISO27001-A.9.4|PCI-DSS-7.2
find-ee06d820e6,res-bc43a43632,NO_BACKUP_POLICY,Medium,5.4,2026-03-02T15:01:58Z,OPEN,Attach a backup policy with defined RPO/RTO; enable automated snapshots.,SOC2-A1.2|ISO27001-A.12.3
find-0da2ecff91,res-bc43a43632,OUTDATED_TLS,High,7.1,2026-03-12T15:01:58Z,OPEN,"Enforce TLS 1.2+ on all endpoints; disable SSLv3, TLS 1.0, and TLS 1.1.",PCI-DSS-4.1|NIST-SC-8|ISO27001-A.14.1
find-f2aa5e4001,res-bc43a43632,UNROTATED_KEYS,High,7.4,2026-03-11T15:01:58Z,OPEN,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-fc01938f63,res-55ed5b54c0,MFA_NOT_ENFORCED,High,7.0,2026-03-16T15:01:58Z,OPEN,Enforce MFA for all IAM users and service principals via policy.,SOC2-CC6.1|NIST-IA-2|PCI-DSS-8.3
find-7821b25953,res-55ed5b54c0,LOGGING_DISABLED,Medium,5.4,2026-02-24T15:01:58Z,RESOLVED,Enable audit/access logging and route logs to a centralized SIEM or log archive.,SOC2-CC7.2|ISO27001-A.12.4|NIST-AU-2
find-be793ad28d,res-55ed5b54c0,NO_BACKUP_POLICY,Medium,5.0,2026-03-17T15:01:58Z,OPEN,Attach a backup policy with defined RPO/RTO; enable automated snapshots.,SOC2-A1.2|ISO27001-A.12.3
find-369ddbbbe5,res-0cec1ae9ba,PUBLIC_ACCESS_ENABLED,Critical,9.3,2026-03-18T15:01:58Z,OPEN,Disable public access block settings and restrict bucket/blob policy to specific principals.,SOC2-CC6.1|ISO27001-A.9.4|PCI-DSS-7.2
find-78264fdd29,res-0cec1ae9ba,MFA_NOT_ENFORCED,High,7.0,2026-03-04T15:01:58Z,OPEN,Enforce MFA for all IAM users and service principals via policy.,SOC2-CC6.1|NIST-IA-2|PCI-DSS-8.3
find-0d6ce40812,res-0cec1ae9ba,LOGGING_DISABLED,Medium,5.5,2026-03-17T15:01:58Z,ACKNOWLEDGED,Enable audit/access logging and route logs to a centralized SIEM or log archive.,SOC2-CC7.2|ISO27001-A.12.4|NIST-AU-2
find-1a2c575a42,res-0cec1ae9ba,UNROTATED_KEYS,High,7.7,2026-03-03T15:01:58Z,RESOLVED,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-c23c36ef45,res-2655060d2f,OPEN_RDP_PORT,Critical,8.9,2026-03-17T15:01:58Z,RESOLVED,Restrict RDP (port 3389) to VPN range only; consider disabling and using session manager.,CIS-5.3|NIST-SC-7|PCI-DSS-1.3
find-914a42ccb4,res-2655060d2f,OUTDATED_TLS,High,7.1,2026-03-21T15:01:58Z,OPEN,"Enforce TLS 1.2+ on all endpoints; disable SSLv3, TLS 1.0, and TLS 1.1.",PCI-DSS-4.1|NIST-SC-8|ISO27001-A.14.1
find-36945ab5e8,res-641e724298,LOGGING_DISABLED,Medium,5.6,2026-02-27T15:01:58Z,ACKNOWLEDGED,Enable audit/access logging and route logs to a centralized SIEM or log archive.,SOC2-CC7.2|ISO27001-A.12.4|NIST-AU-2
find-98a4959df0,res-641e724298,OPEN_SSH_PORT,Critical,9.2,2026-03-10T15:01:58Z,RESOLVED,Restrict SSH (port 22) ingress to specific IP ranges or use a bastion/jump host.,CIS-5.2|NIST-SC-7|PCI-DSS-1.3
find-7aa4e7d68d,res-641e724298,OPEN_RDP_PORT,Critical,8.9,2026-03-19T15:01:58Z,RESOLVED,Restrict RDP (port 3389) to VPN range only; consider disabling and using session manager.,CIS-5.3|NIST-SC-7|PCI-DSS-1.3
find-4dc66d6e44,res-641e724298,OVERPRIVILEGED_IAM_ROLE,High,8.0,2026-03-21T15:01:58Z,ACKNOWLEDGED,Apply least-privilege by scoping IAM policies to required actions and resources only.,SOC2-CC6.3|ISO27001-A.9.2|NIST-AC-6
find-ee7a06b45a,res-641e724298,NO_BACKUP_POLICY,Medium,5.3,2026-02-28T15:01:58Z,OPEN,Attach a backup policy with defined RPO/RTO; enable automated snapshots.,SOC2-A1.2|ISO27001-A.12.3
find-c2a6540f86,res-442b0224f8,OPEN_SSH_PORT,Critical,9.0,2026-02-25T15:01:58Z,OPEN,Restrict SSH (port 22) ingress to specific IP ranges or use a bastion/jump host.,CIS-5.2|NIST-SC-7|PCI-DSS-1.3
find-bb37ef5204,res-442b0224f8,OPEN_RDP_PORT,Critical,8.9,2026-03-21T15:01:58Z,OPEN,Restrict RDP (port 3389) to VPN range only; consider disabling and using session manager.,CIS-5.3|NIST-SC-7|PCI-DSS-1.3
find-6410eb7da3,res-442b0224f8,NO_BACKUP_POLICY,Medium,5.3,2026-03-07T15:01:58Z,OPEN,Attach a backup policy with defined RPO/RTO; enable automated snapshots.,SOC2-A1.2|ISO27001-A.12.3
find-7e2a957003,res-442b0224f8,OUTDATED_TLS,High,6.8,2026-03-08T15:01:58Z,OPEN,"Enforce TLS 1.2+ on all endpoints; disable SSLv3, TLS 1.0, and TLS 1.1.",PCI-DSS-4.1|NIST-SC-8|ISO27001-A.14.1
find-6b84e4278b,res-442b0224f8,MISSING_RESOURCE_TAGS,Low,2.8,2026-03-04T15:01:58Z,OPEN,"Apply mandatory tags (owner, env, cost-center) via policy enforcement.",SOC2-CC1.4
find-dcd4ac318c,res-442b0224f8,UNROTATED_KEYS,High,7.3,2026-02-20T15:01:58Z,OPEN,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-20c9412755,res-35fb085a1f,MFA_NOT_ENFORCED,High,7.0,2026-03-13T15:01:58Z,RESOLVED,Enforce MFA for all IAM users and service principals via policy.,SOC2-CC6.1|NIST-IA-2|PCI-DSS-8.3
find-d6bde1a24d,res-35fb085a1f,LOGGING_DISABLED,Medium,5.7,2026-02-25T15:01:58Z,RESOLVED,Enable audit/access logging and route logs to a centralized SIEM or log archive.,SOC2-CC7.2|ISO27001-A.12.4|NIST-AU-2
find-b7a62c8742,res-35fb085a1f,OPEN_SSH_PORT,Critical,8.8,2026-03-06T15:01:58Z,OPEN,Restrict SSH (port 22) ingress to specific IP ranges or use a bastion/jump host.,CIS-5.2|NIST-SC-7|PCI-DSS-1.3
find-9d6a119843,res-35fb085a1f,OVERPRIVILEGED_IAM_ROLE,High,8.1,2026-03-10T15:01:58Z,OPEN,Apply least-privilege by scoping IAM policies to required actions and resources only.,SOC2-CC6.3|ISO27001-A.9.2|NIST-AC-6
find-c29276d9bf,res-35fb085a1f,MISSING_RESOURCE_TAGS,Low,2.6,2026-03-04T15:01:58Z,OPEN,"Apply mandatory tags (owner, env, cost-center) via policy enforcement.",SOC2-CC1.4
find-be10c0a596,res-35fb085a1f,UNROTATED_KEYS,High,7.4,2026-03-02T15:01:58Z,OPEN,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-121a115bca,res-b25d06f105,PUBLIC_ACCESS_ENABLED,Critical,9.2,2026-02-26T15:01:58Z,OPEN,Disable public access block settings and restrict bucket/blob policy to specific principals.,SOC2-CC6.1|ISO27001-A.9.4|PCI-DSS-7.2
find-c702f936de,res-b25d06f105,OPEN_SSH_PORT,Critical,9.3,2026-02-22T15:01:58Z,OPEN,Restrict SSH (port 22) ingress to specific IP ranges or use a bastion/jump host.,CIS-5.2|NIST-SC-7|PCI-DSS-1.3
find-07c6ebd54a,res-b25d06f105,OPEN_RDP_PORT,Critical,8.9,2026-03-17T15:01:58Z,OPEN,Restrict RDP (port 3389) to VPN range only; consider disabling and using session manager.,CIS-5.3|NIST-SC-7|PCI-DSS-1.3
find-07dfb1e3a4,res-b25d06f105,OUTDATED_TLS,High,6.8,2026-03-01T15:01:58Z,OPEN,"Enforce TLS 1.2+ on all endpoints; disable SSLv3, TLS 1.0, and TLS 1.1.",PCI-DSS-4.1|NIST-SC-8|ISO27001-A.14.1
